Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000023330	P13196	Supported	Nucleoplasm,Mitochondria
ENSG00000163631	P02768	Enhanced	Endoplasmic reticulum,Golgi apparatus
ENSG00000170017	Q13740	Uncertain	Vesicles
ENSG00000059573	P54886	Enhanced	Mitochondria
ENSG00000165092	P00352	Enhanced	Cytosol
ENSG00000184254	P47895	Supported	Nucleoplasm,Cytosol
ENSG00000137124	P30837	Supported	Nucleoplasm,Mitochondria,Cytosol
ENSG00000144908	O75891	Supported	Cytosol
ENSG00000136010	Q3SY69	Enhanced	Mitochondria
ENSG00000108602	P30838	Supported	Nucleoplasm,Vesicles,Plasma membrane,Cytosol
ENSG00000072210	P51648	Approved	Endoplasmic reticulum,Cytosol
ENSG00000159423	P30038	Supported	Mitochondria
ENSG00000112294	P51649	Supported	Mitochondria
ENSG00000119711	Q02252	Enhanced	Mitochondria
ENSG00000164904	P49419	Supported	Mitochondria,Cytosol
ENSG00000118514	Q9H2A2	Approved	Nucleoplasm,Centrosome
ENSG00000143149	P49189	Approved	Cytosol
ENSG00000149925	P04075	Approved	Cytosol
ENSG00000109107	P09972	Approved	Nucleoplasm,Nucleoli fibrillar center,Vesicles,Cytosol
ENSG00000033011	Q9BT22	Approved	Nucleoli fibrillar center,Endoplasmic reticulum
ENSG00000139133	Q5BKT4	Approved	Endoplasmic reticulum
ENSG00000175548	Q5I7T1	Approved	Endoplasmic reticulum
ENSG00000182858	Q9BV10	Approved	Endoplasmic reticulum
ENSG00000101901	Q9NP73	Approved	Vesicles,Cytosol
ENSG00000172339	Q96F25	Approved	Nucleoplasm,Nucleoli
ENSG00000251287	C9J202	Uncertain	Nucleoli fibrillar center,Endoplasmic reticulum
ENSG00000119523	Q9H553	Approved	Golgi apparatus
ENSG00000120697	Q9Y673	Approved	Cytosol
ENSG00000088035	Q9Y672	Approved	Endoplasmic reticulum
ENSG00000159063	Q9BVK2	Approved	Nucleoplasm
ENSG00000086848	Q9H6U8	Approved	Endoplasmic reticulum
ENSG00000171094	Q9UM73	Supported	Plasma membrane
ENSG00000100601	Q13686	Supported	Nucleoplasm,Endoplasmic reticulum
ENSG00000189046	Q6NS38	Enhanced	Nucleoplasm
ENSG00000166199	Q96Q83	Supported	Nucleoplasm,Mitochondria
ENSG00000091542	Q6P6C2	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000239382	Q3KRA9	Supported	Nucleoplasm,Focal adhesion sites
ENSG00000125652	Q9BT30	Supported	Mitochondria
ENSG00000137760	Q96BT7	Supported	Nucleoplasm,Nuclear bodies
ENSG00000116127	Q8TCU4	Approved	Nuclear speckles,Centrosome,Cytosol
ENSG00000108839	P18054	Supported	Nuclear speckles,Vesicles,Cytosol
ENSG00000179477	O75342	Supported	Vesicles,Cytosol
ENSG00000179593	O15296	Supported	Plasma membrane,Cytosol
ENSG00000012779	P09917	Supported	Nucleoplasm
ENSG00000179148	Q9BYJ1	Approved	Plasma membrane,Cytosol
ENSG00000163286	P10696	Approved	Plasma membrane
ENSG00000163295	P09923	Approved	Plasma membrane
ENSG00000073331	Q96QP1	Approved	Centrosome
ENSG00000198796	Q86TB3	Approved	Cytosol
ENSG00000136383	Q96L96	Approved	Nucleoplasm
ENSG00000162551	P05186	Approved	Cytosol
ENSG00000163283	P05187	Approved	Plasma membrane
ENSG00000003393	Q96Q42	Approved	Intermediate filaments,Cytosol
ENSG00000180318	Q15699	Supported	Nucleoplasm,Nuclear bodies,Golgi apparatus
ENSG00000156150	O95076	Approved	Nucleoli fibrillar center
ENSG00000052850	Q9H161	Supported	Nucleoplasm
ENSG00000183684		Enhanced	Nuclear speckles
ENSG00000242110	Q9UHK6	Supported	Vesicles,Plasma membrane
ENSG00000178522	Q9NP70	Uncertain	Nucleoplasm,Vesicles
ENSG00000106927	P02760	Approved	Golgi apparatus,Vesicles,Cytosol
ENSG00000110497	Q9C0C7	Approved	Vesicles,Mitochondria
ENSG00000123505	P17707	Approved	Nucleoplasm
ENSG00000139344	Q96NU7	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000162066	Q9Y303	Approved	Nucleoli,Cytosol
ENSG00000184675	Q5JTC6	Supported	Nuclear bodies,Vesicles,Plasma membrane
ENSG00000165566	Q8N7J2	Supported	Plasma membrane
ENSG00000178171	Q8N944	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000159461	Q9UKV5	Supported	Endoplasmic reticulum,Golgi apparatus
ENSG00000104899	P03971	Approved	Vesicles,Aggresome
ENSG00000135409	Q16671	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000181754	Q86WK6	Approved	Nucleoplasm,Nuclear bodies
ENSG00000139211	Q86SJ2	Approved	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000101935	Q9Y4X0	Supported	Nucleoplasm,Mitochondria
ENSG00000144233	Q6DCA0	Approved	Nucleoplasm,Cytosol
ENSG00000151743	Q8IY45	Approved	Centrosome
ENSG00000126016	Q4VCS5	Supported	Nucleoplasm,Cell Junctions
ENSG00000166025	Q8IY63	Approved	Cell Junctions,Cytosol
ENSG00000114019	Q9Y2J4	Approved	Cell Junctions
ENSG00000116337	Q01433	Enhanced	Cytosol
ENSG00000133805	Q01432	Approved	Nuclear membrane
ENSG00000078053	P49418	Supported	Plasma membrane,Cytosol
ENSG00000145020	P48728	Supported	Nucleoplasm,Mitochondria
ENSG00000196704	Q86W34	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000153107	Q9H1A4	Approved	Vesicles
ENSG00000164162	Q9UM13	Approved	Nucleoplasm,Golgi apparatus
ENSG00000141552	Q9NYG5	Enhanced	Nucleoplasm,Nucleoli
ENSG00000129055	Q9BS18	Approved	Mitochondria,Cytosol
ENSG00000110200	P60006	Approved	Nucleoplasm,Vesicles
ENSG00000166295	Q96DE5	Supported	Cytosol
ENSG00000176248	Q9UJX6	Enhanced	Nucleoplasm
ENSG00000053900	Q9UJX5	Approved	Intermediate filaments
ENSG00000089053	Q9UJX4	Approved	Nucleoplasm
ENSG00000196510	Q9UJX3	Approved	Nucleoplasm,Cytosol
ENSG00000214274	P03950	Approved	Nucleoli,Nucleoli rim,Mitotic chromosome,Actin filaments
ENSG00000013523	Q9UNK9	Approved	Nucleoplasm
ENSG00000174606	Q5VTE6	Approved	Nucleoplasm,Nuclear bodies,Mitochondria
ENSG00000136859	Q9UKU9	Approved	Golgi apparatus
ENSG00000167772	Q9BY76	Approved	Nucleoplasm,Vesicles
ENSG00000130173	Q6UXH0	Approved	Nucleoplasm,Golgi apparatus
ENSG00000145362	Q01484	Supported	Plasma membrane
ENSG00000151150	Q12955	Supported	Plasma membrane
ENSG00000151687	Q7Z5J8	Approved	Nucleoplasm,Centriolar satellite
ENSG00000166839	Q495B1	Approved	Nucleoplasm
ENSG00000132623	Q9NU02	Approved	Nucleoli fibrillar center,Plasma membrane,Cytosol
ENSG00000153930	Q8N957	Approved	Nucleoplasm,Plasma membrane
ENSG00000185722	Q9P2R3	Enhanced	Endosomes
ENSG00000154122	Q9HCJ1	Approved	Cytosol
ENSG00000001629	Q9P2G1	Supported	Plasma membrane,Cytosol
ENSG00000160117	Q8NAG6	Supported	Nucleoplasm,Cytosol
ENSG00000176915	Q86XL3	Supported	Endoplasmic reticulum,Plasma membrane
ENSG00000144504	Q9P2S6	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000106524	Q8IV38	Approved	Nucleoplasm,Cytosol
ENSG00000164331	Q9H9E1	Supported	Nucleoplasm,Plasma membrane,Cell Junctions
ENSG00000148677	Q15327	Approved	Nucleoplasm,Nucleoli fibrillar center
ENSG00000088448	Q9NXR5	Supported	Nucleoplasm
ENSG00000167522	Q6UB99	Enhanced	Nucleoplasm,Cytosol
ENSG00000101745	Q6UB98	Supported	Nucleoplasm,Cytosol
ENSG00000076513	Q8IZ07	Supported	Plasma membrane
ENSG00000198720	Q86YJ7	Supported	Vesicles
ENSG00000172932	Q6ZTN6	Approved	Nucleoplasm,Mitochondria
ENSG00000134461	Q6P6B7	Approved	Endoplasmic reticulum
ENSG00000132466	O75179	Supported	Nucleoplasm,Nuclear membrane
ENSG00000180071	Q8IVF6	Uncertain	Nucleoli,Nucleoli rim,Cytosol
ENSG00000230453	A2A2Z9	Uncertain	Nucleoli,Nucleoli rim,Cytosol
ENSG00000165887	Q9GZV1	Enhanced	Vesicles
ENSG00000260691	Q5TYW2	Uncertain	Nucleoli,Nucleoli rim,Cytosol
ENSG00000152766	Q5VYY1	Approved	Nucleoplasm
ENSG00000163126	Q86SG2	Approved	Nucleoplasm,Actin filaments,Cytosol
ENSG00000089847	Q8TF21	Uncertain	Microtubules,Cytosol
ENSG00000107890	Q9UPS8	Approved	Golgi apparatus,Vesicles
ENSG00000105186	Q96NW4	Supported	Vesicles,Cytosol
ENSG00000154065	Q8N6D5	Approved	Nucleoplasm,Nuclear bodies
ENSG00000148513	Q9BXX3	Uncertain	Nucleoli
ENSG00000180777	Q9BXX2	Uncertain	Nucleoli
ENSG00000145700	Q8N7Z5	Approved	Nucleoplasm,Nucleoli,Vesicles,Centrosome
ENSG00000164236	A6NCL7	Approved	Mitochondria
ENSG00000272031	Q69YU3	Enhanced	Cytosol
ENSG00000189127	A5PLL1	Approved	Nucleoplasm,Mitochondria,Cytosol
ENSG00000235711	P0C6C1	Approved	Mitochondria
ENSG00000198483	Q8N283	Approved	Nucleoplasm,Plasma membrane
ENSG00000135976	A6QL64	Approved	Nucleoplasm,Cytosol
ENSG00000196912	Q8N2N9	Approved	Nucleoplasm,Cytosol
ENSG00000174501	Q5JPF3	Approved	Nucleoplasm,Cytosol
ENSG00000186352	Q7Z713	Supported	Nucleoplasm,Mitochondria,Cytosol
ENSG00000213337	Q53RE8	Approved	Nucleoplasm,Vesicles
ENSG00000154945	Q6AI12	Approved	Nucleoli fibrillar center,Golgi apparatus,Cytosol
ENSG00000137494	Q8N9B4	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000065413	Q8N8A2	Approved	Nuclear speckles,Mitochondria
ENSG00000183831	Q5TZF3	Approved	Plasma membrane,Centrosome,Cytosol
ENSG00000186106	Q86W74	Approved	Cytosol
ENSG00000168876	Q8WVL7	Approved	Nucleoplasm,Nucleoli,Golgi apparatus
ENSG00000151458	Q9ULJ7	Approved	Nucleoplasm,Cytosol
ENSG00000139645	Q8NB46	Approved	Nucleoplasm,Mitochondria
ENSG00000100124	Q6NXT1	Approved	Nucleoplasm,Microtubules,Midbody
ENSG00000164512	Q3KP44	Approved	Nucleoplasm,Nuclear speckles,Cytosol
ENSG00000135299	Q9Y2G4	Enhanced	Vesicles
ENSG00000157999	A6NGH8	Enhanced	Nucleoplasm
ENSG00000181626	A6NC57	Uncertain	Nucleoplasm,Nuclear bodies,Actin filaments
ENSG00000230778	C9JTQ0	Approved	Mitochondria
ENSG00000235098	E5RJM6	Approved	Nucleoplasm
ENSG00000106013	Q92527	Enhanced	Nucleoplasm
ENSG00000064999	Q92625	Approved	Nucleoplasm,Cytosol
ENSG00000185046	Q7Z6G8	Supported	Nucleoplasm,Plasma membrane,Centrosome
ENSG00000168096	Q6ZW76	Approved	Nucleoplasm,Cytosol
ENSG00000175311	Q8N8V4	Approved	Nucleoplasm,Cytosol
ENSG00000165138	Q68DC2	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000163516	Q9H8Y5	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000011426	Q9NQW6	Enhanced	Nucleoplasm,Midbody
ENSG00000131620	Q5XXA6	Supported	Nucleoplasm,Plasma membrane
ENSG00000160746	Q9NW15	Supported	Vesicles,Plasma membrane
ENSG00000047617	Q9NQ90	Supported	Nucleoplasm,Plasma membrane
ENSG00000177119	Q4KMQ2	Approved	Plasma membrane,Cytosol
ENSG00000185101	A1A5B4	Uncertain	Golgi apparatus
ENSG00000140350	P39687	Enhanced	Nucleoplasm,Centrosome,Cytosol
ENSG00000136938	Q92688	Enhanced	Nucleoplasm,Centrosome,Cytosol
ENSG00000139223	O95626	Enhanced	Nucleoplasm,Centrosome,Cytosol
ENSG00000143401	Q9BTT0	Enhanced	Nucleoplasm,Centrosome,Cytosol
ENSG00000166825	P15144	Supported	Plasma membrane
ENSG00000103254	Q9BQD7	Approved	Cytosol
ENSG00000169604	Q9H6X2	Uncertain	Vesicles
ENSG00000135046	P04083	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000109511	Q9UJ72	Approved	Nucleoplasm,Nucleoli,Vesicles
ENSG00000122359	P50995	Supported	Nucleoplasm,Cytosol
ENSG00000104537	P27216	Supported	Nucleoplasm,Plasma membrane
ENSG00000182718	P07355	Approved	Plasma membrane,Cytosol
ENSG00000177721	Q3ZCQ2	Approved	Nucleoplasm,Cytosol,Cytoplasmic bodies
ENSG00000138772	P12429	Supported	Plasma membrane
ENSG00000196975	P09525	Approved	Cytosol
ENSG00000164111	P08758	Approved	Nuclear membrane
ENSG00000197043	P08133	Approved	Cytosol
ENSG00000138279	P20073	Uncertain	Nucleoplasm,Cytosol
ENSG00000265190	P13928	Approved	Nucleoplasm
ENSG00000264230	Q5VT79	Approved	Nucleoplasm
ENSG00000143412	O76027	Approved	Nuclear speckles,Cytosol
ENSG00000136250	P28039	Uncertain	Vesicles
ENSG00000131471	Q16853	Approved	Golgi apparatus,Cytosol
ENSG00000148120	Q8N6M6	Approved	Cell Junctions
ENSG00000284922	Q8WZ04	Uncertain	Microtubules
ENSG00000285827		Approved	Mitochondria
ENSG00000284057		Approved	Nuclear speckles,Cytosol
ENSG00000258529		Approved	Endoplasmic reticulum
ENSG00000254469	Q6ZNB5	Enhanced	Nucleoli,Mitotic chromosome
ENSG00000256349		Approved	Midbody
ENSG00000256514		Approved	Centriolar satellite
ENSG00000138660	Q63HQ0	Supported	Golgi apparatus
ENSG00000100280	Q10567	Supported	Golgi apparatus,Vesicles,Cytosol
ENSG00000166747	O43747	Enhanced	Vesicles,Cytosol
ENSG00000129354	Q9Y6Q5	Supported	Vesicles
ENSG00000106367	P61966	Supported	Golgi apparatus,Vesicles
ENSG00000182287	P56377	Supported	Golgi apparatus,Vesicles
ENSG00000152056	Q96PC3	Supported	Vesicles
ENSG00000196961	O95782	Supported	Vesicles
ENSG00000183020	O94973	Supported	Nucleoplasm,Vesicles
ENSG00000006125	P63010	Supported	Vesicles
ENSG00000161203	Q96CW1	Supported	Plasma membrane
ENSG00000132842	O00203	Approved	Nucleoplasm,Golgi apparatus
ENSG00000103723	Q13367	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000065000	O14617	Approved	Cytosol
ENSG00000177879	Q92572	Approved	Vesicles
ENSG00000157823	P59780	Approved	Vesicles
ENSG00000134262	Q9Y6B7	Approved	Vesicles
ENSG00000100478	Q9Y587	Supported	Vesicles
ENSG00000254470	Q2VPB7	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000125843	Q9NUS5	Approved	Nucleoplasm,Cytosol
ENSG00000242802	O43299	Supported	Nucleoplasm,Nuclear speckles
ENSG00000120868	O14727	Supported	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000107282	Q02410	Supported	Golgi apparatus
ENSG00000034053	Q99767	Enhanced	Golgi apparatus
ENSG00000011132	O96018	Approved	Vesicles
ENSG00000166313	O00213	Supported	Plasma membrane
ENSG00000077420	Q7Z5R6	Enhanced	Plasma membrane,Cytosol
ENSG00000163697	Q92870	Approved	Mitochondria
ENSG00000113108	O95704	Approved	Actin filaments,Cytosol
ENSG00000134982	P25054	Approved	Nucleoplasm,Golgi apparatus,Plasma membrane
ENSG00000115266	O95996	Supported	Cytokinetic bridge,Midbody,Cytosol
ENSG00000198768	Q8NCL9	Uncertain	Mitochondria
ENSG00000164062	P13798	Enhanced	Cytosol
ENSG00000100823	P27695	Supported	Nucleoplasm
ENSG00000169188	Q9UBZ4	Supported	Nucleoplasm,Nucleoli fibrillar center,Vesicles
ENSG00000166181	Q9BZZ5	Enhanced	Nuclear speckles
ENSG00000149089	Q96GX9	Approved	Nucleoplasm,Cytosol
ENSG00000169621	Q8IW19	Supported	Nucleoplasm
ENSG00000105290	P51693	Approved	Nucleoplasm,Golgi apparatus,Plasma membrane
ENSG00000084234	Q06481	Approved	Vesicles
ENSG00000101474	Q9HDC9	Approved	Plasma membrane
ENSG00000118137	P02647	Approved	Vesicles,Cytosol
ENSG00000110244	P06727	Approved	Vesicles
ENSG00000084674	P04114	Supported	Vesicles,Cytosol
ENSG00000128383	P31941	Uncertain	Nucleoplasm
ENSG00000179750	Q9UH17	Approved	Nucleoplasm
ENSG00000244509	Q9NRW3	Approved	Intermediate filaments
ENSG00000128394	Q8IUX4	Uncertain	Nucleoplasm,Cytosol
ENSG00000239713	Q9HC16	Uncertain	Nucleoplasm,Cytosol
ENSG00000100298	Q6NTF7	Supported	Nucleoplasm,Cytosol
ENSG00000110245	P02656	Approved	Nucleoplasm,Nucleoli,Cell Junctions
ENSG00000189058	P05090	Approved	Plasma membrane
ENSG00000130203	P02649	Approved	Vesicles
ENSG00000091583	P02749	Supported	Golgi apparatus
ENSG00000100336	Q9BPW4	Supported	Vesicles
ENSG00000221963	Q9BWW8	Supported	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000178878	Q96LR9	Approved	Nucleoplasm,Plasma membrane
ENSG00000204444	O95445	Approved	Golgi apparatus
ENSG00000184831	Q9BUR5	Approved	Mitochondria,Cytosol
ENSG00000155008	Q6UXV4	Approved	Mitochondria
ENSG00000142192	P05067	Approved	Golgi apparatus,Vesicles
ENSG00000062725	Q92624	Supported	Nucleoplasm
ENSG00000157500	Q9UKG1	Approved	Vesicles,Plasma membrane,Actin filaments,Cytosol
ENSG00000198931	P07741	Approved	Nucleoplasm,Cytosol
ENSG00000137074	Q7Z2E3	Supported	Nucleoplasm,Nucleoli
ENSG00000240583	P29972	Supported	Plasma membrane
ENSG00000143595	Q96PS8	Supported	Vesicles,Plasma membrane
ENSG00000178301	Q8NBQ7	Approved	Nucleoplasm,Vesicles
ENSG00000165272	Q92482	Supported	Plasma membrane
ENSG00000171885	P55087	Supported	Plasma membrane,Cell Junctions
ENSG00000161798	P55064	Approved	Plasma membrane
ENSG00000021776	O60306	Enhanced	Nucleoplasm
ENSG00000169083	P10275	Supported	Cytosol
ENSG00000186635	Q96P48	Approved	Nucleoplasm,Vesicles,Plasma membrane,Cytosol
ENSG00000047365	Q8WZ64	Approved	Actin filaments,Focal adhesion sites
ENSG00000198576	Q7LC44	Approved	Vesicles,Microtubules
ENSG00000095139	P48444	Supported	Golgi apparatus,Vesicles,Cytosol
ENSG00000109321	P15514	Approved	Mitochondria
ENSG00000143761	P84077	Approved	Plasma membrane,Cytosol
ENSG00000165527	P62330	Supported	Cytosol
ENSG00000101199	Q8N6T3	Approved	Golgi apparatus,Vesicles,Cytosol
ENSG00000149182	Q8N6H7	Supported	Golgi apparatus
ENSG00000242247	Q9NP61	Supported	Golgi apparatus,Cytosol
ENSG00000066777	Q9Y6D6	Enhanced	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000124198	Q9Y6D5	Supported	Golgi apparatus,Vesicles,Cytosol
ENSG00000164144	P53367	Supported	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000132254	P53365	Approved	Nucleoplasm,Nucleoli fibrillar center,Golgi apparatus
ENSG00000101246	Q13795	Supported	Golgi apparatus
ENSG00000081181	P78540	Supported	Mitochondria
ENSG00000134884	Q9NWB6	Enhanced	Nucleoplasm,Mitochondria,Cytosol
ENSG00000175220	Q07960	Approved	Vesicles
ENSG00000071205	A1A4S6	Approved	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000198826	Q6P4F7	Approved	Nucleoli,Cytosol
ENSG00000285077	Q3KRB8	Uncertain	Vesicles
ENSG00000075884	Q53QZ3	Uncertain	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000140750	Q68EM7	Supported	Plasma membrane,Cytosol
ENSG00000146376	Q8N392	Supported	Nuclear speckles,Plasma membrane,Cytosol
ENSG00000213390	Q14CB8	Enhanced	Plasma membrane
ENSG00000137727	Q9P2F6	Approved	Mitochondria
ENSG00000107863	Q5T5U3	Supported	Plasma membrane,Cell Junctions,Actin filaments
ENSG00000128805	Q7Z5H3	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000275832	Q9P227	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000138639	Q8N264	Approved	Plasma membrane,Cytosol
ENSG00000163219	P42331	Approved	Nucleoplasm,Vesicles
ENSG00000145819	Q9UNA1	Approved	Cytosol
ENSG00000159314	Q6ZUM4	Approved	Nucleoplasm,Cytosol
ENSG00000088756	Q9P2N2	Supported	Cell Junctions
ENSG00000137962	Q52LW3	Approved	Nucleoplasm,Plasma membrane,Centrosome,Cytosol
ENSG00000186517	Q7Z6I6	Supported	Vesicles
ENSG00000134909	A7KAX9	Approved	Nucleoplasm,Nucleoli fibrillar center,Golgi apparatus
ENSG00000004777	O14559	Approved	Plasma membrane,Actin filaments,Cytosol
ENSG00000160007	Q9NRY4	Supported	Nuclear bodies,Aggresome
ENSG00000147256	Q6ZRI8	Approved	Nucleoplasm,Vesicles,Plasma membrane
ENSG00000147799	Q9C0H5	Approved	Nucleoplasm,Microtubules,Cytokinetic bridge,Cytosol
ENSG00000089820	P98171	Supported	Cytosol
ENSG00000124143	Q5TG30	Supported	Nucleoplasm,Plasma membrane,Centrosome,Cytosol
ENSG00000165895	A6NI28	Approved	Nuclear speckles,Cytosol
ENSG00000180448	Q92619	Supported	Plasma membrane,Cytosol
ENSG00000100852	Q13017	Supported	Endoplasmic reticulum,Cytosol
ENSG00000047648	O43182	Supported	Cytosol
ENSG00000123329	Q9BRR9	Approved	Plasma membrane,Cell Junctions
ENSG00000141522	P52565	Supported	Cytosol
ENSG00000111348	P52566	Supported	Cytosol
ENSG00000242173	Q99819	Approved	Plasma membrane,Cytosol
ENSG00000076928	Q92888	Enhanced	Plasma membrane,Cytosol
ENSG00000104728	O15013	Approved	Nucleoplasm
ENSG00000074964	Q9HCE6	Approved	Golgi apparatus,Vesicles,Cytosol
ENSG00000132694	O15085	Supported	Nucleoplasm,Plasma membrane
ENSG00000196914	Q9NZN5	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000198844	O94989	Supported	Plasma membrane
ENSG00000110237	Q96PE2	Approved	Cytosol
ENSG00000104880	Q6ZSZ5	Enhanced	Cytosol
ENSG00000142632	Q8IW93	Approved	Nuclear bodies
ENSG00000114790	Q96DR7	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000214944	Q8N1W1	Approved	Plasma membrane,Microtubules,Cytosol
ENSG00000163947	Q9NR81	Approved	Cytosol
ENSG00000214694	A8MVX0	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000183111	A1IGU5	Approved	Cytosol
ENSG00000236699	Q9NXL2	Approved	Nucleoplasm,Centrosome
ENSG00000165801	Q8TER5	Approved	Plasma membrane,Cytosol
ENSG00000050327	Q12774	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000129675	Q15052	Approved	Cytosol
ENSG00000131089	O43307	Supported	Cytosol
ENSG00000117713	O14497	Enhanced	Nucleoplasm
ENSG00000049618	Q8NFD5	Supported	Nucleoplasm
ENSG00000189079	Q68CP9	Supported	Nucleoplasm,Plasma membrane
ENSG00000116017	Q99856	Supported	Nucleoplasm,Cytosol
ENSG00000179361	Q8IVW6	Supported	Nucleoplasm
ENSG00000032219	P29374	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000054267	Q4LE39	Approved	Nucleoplasm,Mitochondria,Cytosol
ENSG00000196843	Q03989	Supported	Nucleoplasm,Nucleoli
ENSG00000150347	Q14865	Approved	Nucleoplasm,Endoplasmic reticulum,Plasma membrane,Cytosol
ENSG00000166233	Q9Y4X5	Supported	Nucleoplasm
ENSG00000177479	O95376	Enhanced	Nucleoplasm
ENSG00000120805	P40616	Supported	Golgi apparatus
ENSG00000152213	Q969Q4	Approved	Intermediate filaments,Cytosol
ENSG00000174225	Q5H913	Approved	Plasma membrane,Actin filaments,Cytosol
ENSG00000169379	Q3SXY8	Uncertain	Microtubules,Cytosol
ENSG00000152219	Q8N8R7	Supported	Nucleoplasm,Vesicles,Focal adhesion sites,Cytosol
ENSG00000185305	Q9NXU5	Approved	Golgi apparatus,Plasma membrane,Cell Junctions
ENSG00000213465	P36404	Approved	Nucleoplasm,Nucleoli,Golgi apparatus,Focal adhesion sites,Cytosol
ENSG00000102931	Q9Y2Y0	Supported	Nucleoplasm,Cytosol
ENSG00000138175	P36405	Supported	Nucleoplasm,Centrosome
ENSG00000122644	P40617	Supported	Nucleoplasm,Cytosol
ENSG00000188042	P56559	Supported	Plasma membrane,Cytosol
ENSG00000175906	P49703	Approved	Golgi apparatus,Vesicles
ENSG00000113966	Q9H0F7	Approved	Microtubules
ENSG00000170540	Q15041	Approved	Endoplasmic reticulum
ENSG00000182196	Q66PJ3	Approved	Nucleoplasm,Mitochondria
ENSG00000144746	O75915	Approved	Endoplasmic reticulum
ENSG00000177917	Q8N6S5	Approved	Nuclear membrane,Cytosol
ENSG00000196503	Q6T311	Approved	Nucleoli,Mitochondria
ENSG00000104442	Q9NVT9	Approved	Mitochondria
ENSG00000170632	Q8N2F6	Enhanced	Mitochondria
ENSG00000157343	Q5T9G4	Approved	Nucleoplasm,Plasma membrane
ENSG00000118690	Q8NEN0	Approved	Nucleoplasm
ENSG00000140691	Q96C12	Approved	Nucleoplasm,Focal adhesion sites,Cytosol
ENSG00000105676	Q6NXE6	Enhanced	Cytosol
ENSG00000125449	Q9H6L4	Supported	Cytosol
ENSG00000114098	Q8IUR7	Supported	Nucleoplasm,Vesicles,Cytosol
ENSG00000126947	Q9P291	Supported	Nucleoplasm,Mitochondria,Cytosol
ENSG00000184867	Q7L311	Approved	Nucleoplasm,Mitochondria
ENSG00000102401	Q9UH62	Approved	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000196440	Q5H9R4	Approved	Nucleoplasm,Vesicles
ENSG00000125962	Q6P1M9	Approved	Nuclear speckles,Plasma membrane,Cytosol
ENSG00000286237		Uncertain	Nucleoplasm,Cytosol
ENSG00000198960	Q7L4S7	Supported	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000198520	Q6PIY5	Uncertain	Cytosol
ENSG00000120029	Q5T2E6	Approved	Vesicles
