rxns	newEqn
HMR_5170	579 ATP[c] + 13 glycyl-tRNA(gly)[c] + 580 H2O[c] + 10 L-alanyl-tRNA(ala)[c] + 4 L-arginyl-tRNA(arg)[c] + 3 L-asparaginyl-tRNA(asn)[c] + 9 L-aspartyl-tRNA(asp)[c] + 8 L-cysteinyl-tRNA(cys)[c] + 4 L-glutaminyl-tRNA(gln)[c] + 11 L-glutamyl-tRNA(glu)[c] + 3 L-histidyl-tRNA(his)[c] + 12 L-isoleucyl-tRNA(ile)[c] + 28 L-leucyl-tRNA(leu)[c] + 11 L-lysyl-tRNA(lys)[c] + 4 L-methionyl-tRNA(met)[c] + 5 L-phenylalanyl-tRNA(phe)[c] + 19 L-prolyl-tRNA(pro)[c] + 20 L-seryl-tRNA(ser)[c] + 10 L-threonyl-tRNA(thr)[c] + 3 L-tryptophanyl-tRNA(trp)[c] + 4 L-tyrosyl-tRNA(tyr)[c] + 12 L-valyl-tRNA(val)[c] => 579 ADP[c] + GM2A[c] + 579 Pi[c] + 10 tRNA(ala)[c] + 4 tRNA(arg)[c] + 3 tRNA(asn)[c] + 9 tRNA(asp)[c] + 8 tRNA(cys)[c] + 4 tRNA(gln)[c] + 11 tRNA(glu)[c] + 13 tRNA(gly)[c] + 3 tRNA(his)[c] + 12 tRNA(ile)[c] + 28 tRNA(leu)[c] + 11 tRNA(lys)[c] + 4 tRNA(met)[c] + 5 tRNA(phe)[c] + 19 tRNA(pro)[c] + 20 tRNA(ser)[c] + 10 tRNA(thr)[c] + 3 tRNA(trp)[c] + 4 tRNA(tyr)[c] + 12 tRNA(val)[c] + 767 H+[c]
HMR_5171	975 ATP[c] + 28 glycyl-tRNA(gly)[c] + 976 H2O[c] + 38 L-alanyl-tRNA(ala)[c] + 23 L-arginyl-tRNA(arg)[c] + 5 L-asparaginyl-tRNA(asn)[c] + 14 L-aspartyl-tRNA(asp)[c] + 6 L-cysteinyl-tRNA(cys)[c] + 7 L-glutaminyl-tRNA(gln)[c] + 15 L-glutamyl-tRNA(glu)[c] + 10 L-histidyl-tRNA(his)[c] + 6 L-isoleucyl-tRNA(ile)[c] + 37 L-leucyl-tRNA(leu)[c] + 14 L-lysyl-tRNA(lys)[c] + 14 L-methionyl-tRNA(met)[c] + 10 L-phenylalanyl-tRNA(phe)[c] + 26 L-prolyl-tRNA(pro)[c] + 25 L-seryl-tRNA(ser)[c] + 10 L-threonyl-tRNA(thr)[c] + 3 L-tryptophanyl-tRNA(trp)[c] + 14 L-tyrosyl-tRNA(tyr)[c] + 20 L-valyl-tRNA(val)[c] => 975 ADP[c] + apocytochrome-C[c] + 975 Pi[c] + 38 tRNA(ala)[c] + 23 tRNA(arg)[c] + 5 tRNA(asn)[c] + 14 tRNA(asp)[c] + 6 tRNA(cys)[c] + 7 tRNA(gln)[c] + 15 tRNA(glu)[c] + 28 tRNA(gly)[c] + 10 tRNA(his)[c] + 6 tRNA(ile)[c] + 37 tRNA(leu)[c] + 14 tRNA(lys)[c] + 14 tRNA(met)[c] + 10 tRNA(phe)[c] + 26 tRNA(pro)[c] + 25 tRNA(ser)[c] + 10 tRNA(thr)[c] + 3 tRNA(trp)[c] + 14 tRNA(tyr)[c] + 20 tRNA(val)[c] + 1308 H+[c]
HMR_5172	1050 ATP[c] + 18 glycyl-tRNA(gly)[c] + 1051 H2O[c] + 22 L-alanyl-tRNA(ala)[c] + 12 L-arginyl-tRNA(arg)[c] + 12 L-asparaginyl-tRNA(asn)[c] + 26 L-aspartyl-tRNA(asp)[c] + 6 L-cysteinyl-tRNA(cys)[c] + 14 L-glutaminyl-tRNA(gln)[c] + 15 L-glutamyl-tRNA(glu)[c] + 9 L-histidyl-tRNA(his)[c] + 12 L-isoleucyl-tRNA(ile)[c] + 39 L-leucyl-tRNA(leu)[c] + 18 L-lysyl-tRNA(lys)[c] + 8 L-methionyl-tRNA(met)[c] + 20 L-phenylalanyl-tRNA(phe)[c] + 15 L-prolyl-tRNA(pro)[c] + 31 L-seryl-tRNA(ser)[c] + 25 L-threonyl-tRNA(thr)[c] + 7 L-tryptophanyl-tRNA(trp)[c] + 13 L-tyrosyl-tRNA(tyr)[c] + 28 L-valyl-tRNA(val)[c] => 1050 ADP[c] + glycogenin[c] + 1050 Pi[c] + 22 tRNA(ala)[c] + 12 tRNA(arg)[c] + 12 tRNA(asn)[c] + 26 tRNA(asp)[c] + 6 tRNA(cys)[c] + 14 tRNA(gln)[c] + 15 tRNA(glu)[c] + 18 tRNA(gly)[c] + 9 tRNA(his)[c] + 12 tRNA(ile)[c] + 39 tRNA(leu)[c] + 18 tRNA(lys)[c] + 8 tRNA(met)[c] + 20 tRNA(phe)[c] + 15 tRNA(pro)[c] + 31 tRNA(ser)[c] + 25 tRNA(thr)[c] + 7 tRNA(trp)[c] + 13 tRNA(tyr)[c] + 28 tRNA(val)[c] + 1389 H+[c]
HMR_5173	1404 ATP[c] + 28 glycyl-tRNA(gly)[c] + 1405 H2O[c] + 31 L-alanyl-tRNA(ala)[c] + 19 L-arginyl-tRNA(arg)[c] + 19 L-asparaginyl-tRNA(asn)[c] + 27 L-aspartyl-tRNA(asp)[c] + 19 L-cysteinyl-tRNA(cys)[c] + 16 L-glutaminyl-tRNA(gln)[c] + 34 L-glutamyl-tRNA(glu)[c] + 13 L-histidyl-tRNA(his)[c] + 29 L-isoleucyl-tRNA(ile)[c] + 47 L-leucyl-tRNA(leu)[c] + 33 L-lysyl-tRNA(lys)[c] + 15 L-methionyl-tRNA(met)[c] + 22 L-phenylalanyl-tRNA(phe)[c] + 20 L-prolyl-tRNA(pro)[c] + 37 L-seryl-tRNA(ser)[c] + 18 L-threonyl-tRNA(thr)[c] + 14 L-tyrosyl-tRNA(tyr)[c] + 27 L-valyl-tRNA(val)[c] => 1404 ADP[c] + 1404 Pi[c] + PPARA[c] + 31 tRNA(ala)[c] + 19 tRNA(arg)[c] + 19 tRNA(asn)[c] + 27 tRNA(asp)[c] + 19 tRNA(cys)[c] + 16 tRNA(gln)[c] + 34 tRNA(glu)[c] + 28 tRNA(gly)[c] + 13 tRNA(his)[c] + 29 tRNA(ile)[c] + 47 tRNA(leu)[c] + 33 tRNA(lys)[c] + 15 tRNA(met)[c] + 22 tRNA(phe)[c] + 20 tRNA(pro)[c] + 37 tRNA(ser)[c] + 18 tRNA(thr)[c] + 14 tRNA(tyr)[c] + 27 tRNA(val)[c] + 1863 H+[c]
HMR_5174	1425 ATP[c] + 32 glycyl-tRNA(gly)[c] + 1426 H2O[c] + 34 L-alanyl-tRNA(ala)[c] + 22 L-arginyl-tRNA(arg)[c] + 20 L-asparaginyl-tRNA(asn)[c] + 22 L-aspartyl-tRNA(asp)[c] + 10 L-cysteinyl-tRNA(cys)[c] + 13 L-glutaminyl-tRNA(gln)[c] + 31 L-glutamyl-tRNA(glu)[c] + 16 L-histidyl-tRNA(his)[c] + 25 L-isoleucyl-tRNA(ile)[c] + 38 L-leucyl-tRNA(leu)[c] + 35 L-lysyl-tRNA(lys)[c] + 7 L-methionyl-tRNA(met)[c] + 21 L-phenylalanyl-tRNA(phe)[c] + 20 L-prolyl-tRNA(pro)[c] + 43 L-seryl-tRNA(ser)[c] + 25 L-threonyl-tRNA(thr)[c] + 9 L-tryptophanyl-tRNA(trp)[c] + 17 L-tyrosyl-tRNA(tyr)[c] + 35 L-valyl-tRNA(val)[c] => 1425 ADP[c] + LPL[c] + 1425 Pi[c] + 34 tRNA(ala)[c] + 22 tRNA(arg)[c] + 20 tRNA(asn)[c] + 22 tRNA(asp)[c] + 10 tRNA(cys)[c] + 13 tRNA(gln)[c] + 31 tRNA(glu)[c] + 32 tRNA(gly)[c] + 16 tRNA(his)[c] + 25 tRNA(ile)[c] + 38 tRNA(leu)[c] + 35 tRNA(lys)[c] + 7 tRNA(met)[c] + 21 tRNA(phe)[c] + 20 tRNA(pro)[c] + 43 tRNA(ser)[c] + 25 tRNA(thr)[c] + 17 tRNA(tyr)[c] + 35 tRNA(val)[c] + 9 tRNA(trp)[c] + 1904 H+[c]
HMR_5258	albumin[c] + 608 ATP[c] + 1216 H2O[c] => 608 ADP[c] + 63 alanine[c] + 27 arginine[c] + 17 asparagine[c] + 36 aspartate[c] + 35 cysteine[c] + 62 glutamate[c] + 20 glutamine[c] + 13 glycine[c] + 16 histidine[c] + 9 isoleucine[c] + 64 leucine[c] + 60 lysine[c] + 7 methionine[c] + 35 phenylalanine[c] + 608 Pi[c] + 24 proline[c] + 28 serine[c] + 29 threonine[c] + 2 tryptophan[c] + 19 tyrosine[c] + 43 valine[c] + 619 H+[c]
HMR_5259	albumin[l] + 608 ATP[l] + 1216 H2O[l] => 608 ADP[l] + 63 alanine[l] + 27 arginine[l] + 17 asparagine[l] + 36 aspartate[l] + 35 cysteine[l] + 62 glutamate[l] + 20 glutamine[l] + 13 glycine[l] + 16 histidine[l] + 9 isoleucine[l] + 64 leucine[l] + 60 lysine[l] + 7 methionine[l] + 35 phenylalanine[l] + 608 Pi[l] + 24 proline[l] + 28 serine[l] + 29 threonine[l] + 2 tryptophan[l] + 19 tyrosine[l] + 43 valine[l] + 619 H+[c]
HMR_5260	antichymotrypsin[c] + 422 ATP[c] + 844 H2O[c] => 422 ADP[c] + 34 alanine[c] + 16 arginine[c] + 19 asparagine[c] + 25 aspartate[c] + 3 cysteine[c] + 29 glutamate[c] + 17 glutamine[c] + 16 glycine[c] + 9 histidine[c] + 20 isoleucine[c] + 59 leucine[c] + 26 lysine[c] + 14 methionine[c] + 25 phenylalanine[c] + 422 Pi[c] + 16 proline[c] + 30 serine[c] + 29 threonine[c] + 3 tryptophan[c] + 9 tyrosine[c] + 24 valine[c] + 434 H+[c]
HMR_5261	antichymotrypsin[l] + 422 ATP[l] + 844 H2O[l] => 422 ADP[l] + 34 alanine[l] + 16 arginine[l] + 19 asparagine[l] + 25 aspartate[l] + 3 cysteine[l] + 29 glutamate[l] + 17 glutamine[l] + 16 glycine[l] + 9 histidine[l] + 20 isoleucine[l] + 59 leucine[l] + 26 lysine[l] + 14 methionine[l] + 25 phenylalanine[l] + 422 Pi[l] + 16 proline[l] + 30 serine[l] + 29 threonine[l] + 3 tryptophan[l] + 9 tyrosine[l] + 24 valine[l] + 434 H+[l]
HMR_5262	antitrypsin[c] + 417 ATP[c] + 834 H2O[c] => 417 ADP[c] + 26 alanine[c] + 7 arginine[c] + 19 asparagine[c] + 24 aspartate[c] + 3 cysteine[c] + 32 glutamate[c] + 18 glutamine[c] + 24 glycine[c] + 13 histidine[c] + 20 isoleucine[c] + 51 leucine[c] + 34 lysine[c] + 10 methionine[c] + 27 phenylalanine[c] + 417 Pi[c] + 19 proline[c] + 25 serine[c] + 30 threonine[c] + 3 tryptophan[c] + 6 tyrosine[c] + 27 valine[c] + 432 H+[c]
HMR_5263	antitrypsin[l] + 417 ATP[l] + 834 H2O[l] => 417 ADP[l] + 26 alanine[l] + 7 arginine[l] + 19 asparagine[l] + 24 aspartate[l] + 3 cysteine[l] + 32 glutamate[l] + 18 glutamine[l] + 24 glycine[l] + 13 histidine[l] + 20 isoleucine[l] + 51 leucine[l] + 34 lysine[l] + 10 methionine[l] + 27 phenylalanine[l] + 417 Pi[l] + 19 proline[l] + 25 serine[l] + 30 threonine[l] + 3 tryptophan[l] + 6 tyrosine[l] + 27 valine[l] + 432 H+[l]
HMR_5264	apoB100[c] + 4560 ATP[c] + 9120 H2O[c] => 4560 ADP[c] + 275 alanine[c] + 150 arginine[c] + 247 asparagine[c] + 233 aspartate[c] + 25 cysteine[c] + 298 glutamate[c] + 230 glutamine[c] + 207 glycine[c] + 115 histidine[c] + 285 isoleucine[c] + 533 leucine[c] + 357 lysine[c] + 79 methionine[c] + 224 phenylalanine[c] + 4560 Pi[c] + 171 proline[c] + 392 serine[c] + 300 threonine[c] + 37 tryptophan[c] + 151 tyrosine[c] + 252 valine[c] + 4584 H+[c]
HMR_5265	apoB100[l] + 4560 ATP[l] + 9120 H2O[l] => 4560 ADP[l] + 275 alanine[l] + 150 arginine[l] + 247 asparagine[l] + 233 aspartate[l] + 25 cysteine[l] + 298 glutamate[l] + 230 glutamine[l] + 207 glycine[l] + 115 histidine[l] + 285 isoleucine[l] + 533 leucine[l] + 357 lysine[l] + 79 methionine[l] + 224 phenylalanine[l] + 4560 Pi[l] + 171 proline[l] + 392 serine[l] + 300 threonine[l] + 37 tryptophan[l] + 151 tyrosine[l] + 252 valine[l] + 4584 H+[l]
HMR_5266	apo-[ACP][c] + 123 ATP[c] + 246 H2O[c] => 123 ADP[c] + 11 alanine[c] + 9 arginine[c] + asparagine[c] + 8 aspartate[c] + 2 cysteine[c] + 5 glutamate[c] + 7 glutamine[c] + 6 glycine[c] + histidine[c] + 4 isoleucine[c] + 20 leucine[c] + 4 lysine[c] + 5 methionine[c] + 3 phenylalanine[c] + 123 Pi[c] + 9 proline[c] + 8 serine[c] + 6 threonine[c] + 4 tyrosine[c] + 11 valine[c] + 123 H+[c]
HMR_5267	86 ATP[m] + 172 H2O[m] + mitoApo-[ACP][m] => 86 ADP[m] + 3 alanine[m] + arginine[m] + asparagine[m] + 13 aspartate[m] + cysteine[m] + 9 glutamate[m] + 3 glutamine[m] + 3 glycine[m] + histidine[m] + 8 isoleucine[m] + 10 leucine[m] + 7 lysine[m] + 5 methionine[m] + 3 phenylalanine[m] + 86 Pi[m] + 5 proline[m] + 3 serine[m] + threonine[m] + 4 tyrosine[m] + 6 valine[m] + 100 H+[m]
HMR_5268	apoC1[c] + 82 ATP[c] + 164 H2O[c] => 82 ADP[c] + 5 alanine[c] + 4 arginine[c] + asparagine[c] + 4 aspartate[c] + 8 glutamate[c] + 3 glutamine[c] + 3 glycine[c] + 4 isoleucine[c] + 12 leucine[c] + 9 lysine[c] + 2 methionine[c] + 4 phenylalanine[c] + 82 Pi[c] + 4 proline[c] + 9 serine[c] + 3 threonine[c] + tryptophan[c] + 7 valine[c] + 81 H+[c]
HMR_5269	apoC2[c] + 100 ATP[c] + 200 H2O[c] => 100 ADP[c] + 7 alanine[c] + 2 arginine[c] + asparagine[c] + 4 aspartate[c] + 8 glutamate[c] + 8 glutamine[c] + 5 glycine[c] + isoleucine[c] + 15 leucine[c] + 6 lysine[c] + 3 methionine[c] + 4 phenylalanine[c] + 100 Pi[c] + 5 proline[c] + 9 serine[c] + 10 threonine[c] + tryptophan[c] + 5 tyrosine[c] + 7 valine[c] + 104 H+[c]
HMR_5270	apoC3[c] + 98 ATP[c] + 196 H2O[c] => 98 ADP[c] + 15 alanine[c] + 4 arginine[c] + 7 aspartate[c] + 5 glutamate[c] + 6 glutamine[c] + 3 glycine[c] + histidine[c] + 11 leucine[c] + 6 lysine[c] + 3 methionine[c] + 4 phenylalanine[c] + 98 Pi[c] + 3 proline[c] + 12 serine[c] + 5 threonine[c] + 3 tryptophan[c] + 2 tyrosine[c] + 9 valine[c] + 100 H+[c]
HMR_5271	2673 ATP[c] + fibrinogen[c] + 5346 H2O[c] => 2673 ADP[c] + 134 alanine[c] + 134 arginine[c] + 138 asparagine[c] + 176 aspartate[c] + 48 cysteine[c] + 186 glutamate[c] + 110 glutamine[c] + 262 glycine[c] + 62 histidine[c] + 104 isoleucine[c] + 166 leucine[c] + 154 lysine[c] + 48 methionine[c] + 98 phenylalanine[c] + 2673 Pi[c] + 114 proline[c] + 278 serine[c] + 182 threonine[c] + 60 tryptophan[c] + 98 tyrosine[c] + 122 valine[c] + 2747 H+[c]
HMR_5272	2673 ATP[l] + fibrinogen[l] + 5346 H2O[l] => 2673 ADP[l] + 134 alanine[l] + 134 arginine[l] + 138 asparagine[l] + 176 aspartate[l] + 48 cysteine[l] + 186 glutamate[l] + 110 glutamine[l] + 262 glycine[l] + 62 histidine[l] + 104 isoleucine[l] + 166 leucine[l] + 154 lysine[l] + 48 methionine[l] + 98 phenylalanine[l] + 2673 Pi[l] + 114 proline[l] + 278 serine[l] + 182 threonine[l] + 60 tryptophan[l] + 98 tyrosine[l] + 122 valine[l] + 2747 H+[l]
HMR_5273	405 ATP[c] + 810 H2O[c] + haptoglobin[c] => 405 ADP[c] + 30 alanine[c] + 9 arginine[c] + 21 asparagine[c] + 25 aspartate[c] + 12 cysteine[c] + 25 glutamate[c] + 17 glutamine[c] + 31 glycine[c] + 13 histidine[c] + 18 isoleucine[c] + 31 leucine[c] + 35 lysine[c] + 5 methionine[c] + 8 phenylalanine[c] + 405 Pi[c] + 21 proline[c] + 18 serine[c] + 22 threonine[c] + 8 tryptophan[c] + 21 tyrosine[c] + 36 valine[c] + 411 H+[c]
HMR_5274	405 ATP[l] + 810 H2O[l] + haptoglobin[l] => 405 ADP[l] + 30 alanine[l] + 9 arginine[l] + 21 asparagine[l] + 25 aspartate[l] + 12 cysteine[l] + 25 glutamate[l] + 17 glutamine[l] + 31 glycine[l] + 13 histidine[l] + 18 isoleucine[l] + 31 leucine[l] + 35 lysine[l] + 5 methionine[l] + 8 phenylalanine[l] + 405 Pi[l] + 21 proline[l] + 18 serine[l] + 22 threonine[l] + 8 tryptophan[l] + 21 tyrosine[l] + 36 valine[l] + 411 H+[l]
HMR_5275	809 ATP[c] + 1618 H2O[c] + plasminogen[c] => 809 ADP[c] + 37 alanine[c] + 42 arginine[c] + 40 asparagine[c] + 36 aspartate[c] + 48 cysteine[c] + 56 glutamate[c] + 31 glutamine[c] + 62 glycine[c] + 24 histidine[c] + 22 isoleucine[c] + 48 leucine[c] + 49 lysine[c] + 11 methionine[c] + 21 phenylalanine[c] + 809 Pi[c] + 69 proline[c] + 56 serine[c] + 61 threonine[c] + 19 tryptophan[c] + 30 tyrosine[c] + 48 valine[c] + 810 H+[c]
HMR_5276	809 ATP[l] + 1618 H2O[l] + plasminogen[l] => 809 ADP[l] + 37 alanine[l] + 42 arginine[l] + 40 asparagine[l] + 36 aspartate[l] + 48 cysteine[l] + 56 glutamate[l] + 31 glutamine[l] + 62 glycine[l] + 24 histidine[l] + 22 isoleucine[l] + 48 leucine[l] + 49 lysine[l] + 11 methionine[l] + 21 phenylalanine[l] + 809 Pi[l] + 69 proline[l] + 56 serine[l] + 61 threonine[l] + 19 tryptophan[l] + 30 tyrosine[l] + 48 valine[l] + 810 H+[l]
HMR_5277	621 ATP[c] + 1242 H2O[c] + prothrombin[c] => 621 ADP[c] + 42 alanine[c] + 44 arginine[c] + 25 asparagine[c] + 35 aspartate[c] + 26 cysteine[c] + 51 glutamate[c] + 26 glutamine[c] + 49 glycine[c] + 13 histidine[c] + 22 isoleucine[c] + 51 leucine[c] + 29 lysine[c] + 9 methionine[c] + 21 phenylalanine[c] + 621 Pi[c] + 33 proline[c] + 38 serine[c] + 36 threonine[c] + 14 tryptophan[c] + 21 tyrosine[c] + 37 valine[c] + 634 H+[c]
HMR_5278	621 ATP[l] + 1242 H2O[l] + prothrombin[l] => 621 ADP[l] + 42 alanine[l] + 44 arginine[l] + 25 asparagine[l] + 35 aspartate[l] + 26 cysteine[l] + 51 glutamate[l] + 26 glutamine[l] + 49 glycine[l] + 13 histidine[l] + 22 isoleucine[l] + 51 leucine[l] + 29 lysine[l] + 9 methionine[l] + 21 phenylalanine[l] + 621 Pi[l] + 33 proline[l] + 38 serine[l] + 36 threonine[l] + 14 tryptophan[l] + 21 tyrosine[l] + 37 valine[l] + 634 H+[l]
HMR_5279	[apotransferin][c] + 697 ATP[c] + 1394 H2O[c] => 697 ADP[c] + 61 alanine[c] + 27 arginine[c] + 34 asparagine[c] + 45 aspartate[c] + 40 cysteine[c] + 42 glutamate[c] + 17 glutamine[c] + 52 glycine[c] + 19 histidine[c] + 15 isoleucine[c] + 65 leucine[c] + 58 lysine[c] + 10 methionine[c] + 28 phenylalanine[c] + 697 Pi[c] + 32 proline[c] + 41 serine[c] + 30 threonine[c] + 8 tryptophan[c] + 26 tyrosine[c] + 48 valine[c] + 699 H+[c]
HMR_5280	[apotransferin][l] + 697 ATP[l] + 1394 H2O[l] => 697 ADP[l] + 61 alanine[l] + 27 arginine[l] + 34 asparagine[l] + 45 aspartate[l] + 40 cysteine[l] + 42 glutamate[l] + 17 glutamine[l] + 52 glycine[l] + 19 histidine[l] + 15 isoleucine[l] + 65 leucine[l] + 58 lysine[l] + 10 methionine[l] + 28 phenylalanine[l] + 697 Pi[l] + 32 proline[l] + 41 serine[l] + 30 threonine[l] + 8 tryptophan[l] + 26 tyrosine[l] + 48 valine[l] + 699 H+[l]
HMR_5281	apoE[c] + 316 ATP[c] + 632 H2O[c] => 316 ADP[c] + 39 alanine[c] + 34 arginine[c] + asparagine[c] + 11 aspartate[c] + 2 cysteine[c] + 40 glutamate[c] + 32 glutamine[c] + 18 glycine[c] + 2 histidine[c] + 2 isoleucine[c] + 41 leucine[c] + 13 lysine[c] + 8 methionine[c] + 4 phenylalanine[c] + 316 Pi[c] + 8 proline[c] + 14 serine[c] + 12 threonine[c] + 8 tryptophan[c] + 4 tyrosine[c] + 24 valine[c] + 320 H+[c]
HMR_5282	apoE[l] + 316 ATP[l] + 632 H2O[l] => 316 ADP[l] + 39 alanine[l] + 34 arginine[l] + asparagine[l] + 11 aspartate[l] + 2 cysteine[l] + 40 glutamate[l] + 32 glutamine[l] + 18 glycine[l] + 2 histidine[l] + 2 isoleucine[l] + 41 leucine[l] + 13 lysine[l] + 8 methionine[l] + 4 phenylalanine[l] + 316 Pi[l] + 8 proline[l] + 14 serine[l] + 12 threonine[l] + 8 tryptophan[l] + 4 tyrosine[l] + 24 valine[l] + 320 H+[l]
HMR_5283	apoA1[c] + 266 ATP[c] + 532 H2O[c] => 266 ADP[c] + 23 alanine[c] + 17 arginine[c] + 5 asparagine[c] + 16 aspartate[c] + 30 glutamate[c] + 19 glutamine[c] + 11 glycine[c] + 6 histidine[c] + 41 leucine[c] + 22 lysine[c] + 4 methionine[c] + 8 phenylalanine[c] + 266 Pi[c] + 10 proline[c] + 16 serine[c] + 12 threonine[c] + 5 tryptophan[c] + 7 tyrosine[c] + 15 valine[c] + 273 H+[c]
HMR_5284	apoA1[l] + 266 ATP[l] + 532 H2O[l] => 266 ADP[l] + 23 alanine[l] + 17 arginine[l] + 5 asparagine[l] + 16 aspartate[l] + 30 glutamate[l] + 19 glutamine[l] + 11 glycine[l] + 6 histidine[l] + 41 leucine[l] + 22 lysine[l] + 4 methionine[l] + 8 phenylalanine[l] + 266 Pi[l] + 10 proline[l] + 16 serine[l] + 12 threonine[l] + 5 tryptophan[l] + 7 tyrosine[l] + 15 valine[l] + 273 H+[l]
HMR_5285	284 ATP[l] + 568 H2O[l] + STAR[l] => 284 ADP[l] + 21 alanine[l] + 20 arginine[l] + 11 asparagine[l] + 10 aspartate[l] + 5 cysteine[l] + 22 glutamate[l] + 17 glutamine[l] + 21 glycine[l] + 6 histidine[l] + 10 isoleucine[l] + 31 leucine[l] + 19 lysine[l] + 12 methionine[l] + 6 phenylalanine[l] + 284 Pi[l] + 12 proline[l] + 20 serine[l] + 12 threonine[l] + 5 tryptophan[l] + 4 tyrosine[l] + 21 valine[l] + 277 H+[l]
HMR_5286	192 ATP[l] + GM2A[l] + 384 H2O[l] => 192 ADP[l] + 10 alanine[l] + 4 arginine[l] + 3 asparagine[l] + 9 aspartate[l] + 8 cysteine[l] + 11 glutamate[l] + 4 glutamine[l] + 13 glycine[l] + 3 histidine[l] + 12 isoleucine[l] + 28 leucine[l] + 11 lysine[l] + 4 methionine[l] + 5 phenylalanine[l] + 192 Pi[l] + 19 proline[l] + 20 serine[l] + 10 threonine[l] + 3 tryptophan[l] + 4 tyrosine[l] + 12 valine[l] + 197 H+[l]
HMR_5287	apocytochrome-C[l] + 324 ATP[l] + 648 H2O[l] => 324 ADP[l] + 38 alanine[l] + 23 arginine[l] + 5 asparagine[l] + 14 aspartate[l] + 6 cysteine[l] + 15 glutamate[l] + 7 glutamine[l] + 28 glycine[l] + 10 histidine[l] + 6 isoleucine[l] + 37 leucine[l] + 14 lysine[l] + 14 methionine[l] + 10 phenylalanine[l] + 324 Pi[l] + 26 proline[l] + 25 serine[l] + 10 threonine[l] + 3 tryptophan[l] + 14 tyrosine[l] + 20 valine[l] + 316 H+[l]
HMR_5288	349 ATP[c] + glycogenin[c] + 698 H2O[c] => 349 ADP[c] + 22 alanine[c] + 12 arginine[c] + 12 asparagine[c] + 26 aspartate[c] + 6 cysteine[c] + 15 glutamate[c] + 14 glutamine[c] + 18 glycine[c] + 9 histidine[c] + 12 isoleucine[c] + 39 leucine[c] + 18 lysine[c] + 8 methionine[c] + 20 phenylalanine[c] + 349 Pi[c] + 15 proline[c] + 31 serine[c] + 25 threonine[c] + 7 tryptophan[c] + 13 tyrosine[c] + 28 valine[c] + 360 H+[c]
HMR_5289	467 ATP[l] + 934 H2O[l] + PPARA[l] => 467 ADP[l] + 31 alanine[l] + 19 arginine[l] + 19 asparagine[l] + 27 aspartate[l] + 19 cysteine[l] + 34 glutamate[l] + 16 glutamine[l] + 28 glycine[l] + 13 histidine[l] + 29 isoleucine[l] + 47 leucine[l] + 33 lysine[l] + 15 methionine[l] + 22 phenylalanine[l] + 467 Pi[l] + 20 proline[l] + 37 serine[l] + 18 threonine[l] + 14 tyrosine[l] + 27 valine[l] + 476 H+[l]
HMR_5290	apoB48[l] + 4562 ATP[l] + 9124 H2O[l] => 4562 ADP[l] + 276 alanine[l] + 150 arginine[l] + 245 asparagine[l] + 234 aspartate[l] + 24 cysteine[l] + 297 glutamate[l] + 231 glutamine[l] + 207 glycine[l] + 114 histidine[l] + 287 isoleucine[l] + 536 leucine[l] + 356 lysine[l] + 79 methionine[l] + 224 phenylalanine[l] + 4562 Pi[l] + 171 proline[l] + 393 serine[l] + 299 threonine[l] + 37 tryptophan[l] + 153 tyrosine[l] + 250 valine[l] + 4587 H+[l]
HMR_5291	474 ATP[l] + 948 H2O[l] + LPL[l] => 474 ADP[l] + 34 alanine[l] + 22 arginine[l] + 20 asparagine[l] + 22 aspartate[l] + 10 cysteine[l] + 31 glutamate[l] + 13 glutamine[l] + 32 glycine[l] + 16 histidine[l] + 25 isoleucine[l] + 38 leucine[l] + 35 lysine[l] + 7 methionine[l] + 21 phenylalanine[l] + 474 Pi[l] + 20 proline[l] + 43 serine[l] + 25 threonine[l] + 9 tryptophan[l] + 17 tyrosine[l] + 35 valine[l] + 470 H+[l]
HMR_6399	apoA1[c] + lipoyl-AMP[c] => [protein]-N6-(lipoyl)lysine[c] + AMP[c] + H+[c]
HMR_4500	apo-[ACP][c] + CoA[c] => [ACP][c] + PAP[c] + H+[c]
HMR_9499	H2O[c] + S-palmitoylprotein[c] => [protein]-L-cysteine[c] + palmitate[c] + H+[c]
HMR_7167	H2O[c] + S-farnesyl-protein[c] => [protein C terminal]-S-farnesyl-L-cysteine[c] + protein N terminal[c]
HMR_7168	[protein C terminal]-S-farnesyl-L-cysteine[c] + SAM[c] => [protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + SAH[c]
HMR_7169	[protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c] + H2O[c] => S-[(2E,6E)-farnesyl]-L-cysteine methyl ester[c] + protein C terminal[c]
HMR_9545	H2O[c] + O2[c] + peptidyl-L-lysyl-peptide[c] => H2O2[c] + NH4+[c] + peptidyl-allysyl-peptide[c]
HMR_4702	homogentisate[c] + NADPH[c] + O2[c] => CO2[c] + gentisate aldehyde[c] + H2O[c] + NADP+[c]
HMR_6818	adrenaline[c] + O2[c] => adrenochrome[c] + 2 H2O[c] + H+[c]
HMR_6819	adrenochrome-O-semiquinone[c] + NADP+[c] + H+[c] <=> adrenochrome[c] + NADPH[c]
HMR_6822	noradrenaline[c] => 5 H+[c] + noradrenochrome[c]
HMR_6823	NADP+[c] + noradrenochrome-O-semiquinone[c] + H+[c] <=> NADPH[c] + noradrenochrome[c]
