mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID	metRetired
"MAM03769s"	"MAM03769"	"mettrpphe"	""	""	""	""	""	""	""	"mettrpphe"	""	""	"mettrpphe_s"
"MAM03864s"	"MAM03864"	"pheasnmet"	""	""	""	""	""	""	""	"pheasnmet"	""	""	"pheasnmet_s"
"MAM03865s"	"MAM03865"	"pheasp"	""	""	""	""	""	""	""	"pheasp"	""	""	"pheasp_s"
"MAM03866s"	"MAM03866"	"pheglnphe"	""	""	""	""	""	""	""	"pheglnphe"	""	""	"pheglnphe_s"
"MAM03867s"	"MAM03867"	"pheleu"	""	""	""	""	""	""	""	"pheleu"	""	""	"pheleu_s"
"MAM03868s"	"MAM03868"	"pheleuasp"	""	""	""	""	""	""	""	"pheleuasp"	""	""	"pheleuasp_s"
"MAM03869s"	"MAM03869"	"pheleuhis"	""	""	""	""	""	""	""	"pheleuhis"	""	""	"pheleuhis_s"
"MAM03870s"	"MAM03870"	"phelysala"	""	""	""	""	""	""	""	"phelysala"	""	""	"phelysala_s"
"MAM03871s"	"MAM03871"	"phelyspro"	""	""	""	""	""	""	""	"phelyspro"	""	""	"phelyspro_s"
"MAM03872s"	"MAM03872"	"phephe"	""	""	""	""	""	""	""	"phephe"	""	""	"phephe_s"
"MAM03873s"	"MAM03873"	"phepheasn"	""	""	""	""	""	""	""	"phepheasn"	""	""	"phepheasn_s"
"MAM03874s"	"MAM03874"	"phephethr"	""	""	""	""	""	""	""	"phephethr"	""	""	"phephethr_s"
"MAM03875s"	"MAM03875"	"pheproarg"	""	""	""	""	""	""	""	"pheproarg"	""	""	"pheproarg_s"
"MAM03876s"	"MAM03876"	"phesertrp"	""	""	""	""	""	""	""	"phesertrp"	""	""	"phesertrp_s"
"MAM03877s"	"MAM03877"	"phethrlys"	""	""	""	""	""	""	""	"phethrlys"	""	""	"phethrlys_s"
"MAM03878s"	"MAM03878"	"phetrpleu"	""	""	""	""	""	""	""	"phetrpleu"	""	""	"phetrpleu_s"
"MAM03879s"	"MAM03879"	"phetyr"	""	""	""	""	""	""	""	"phetyr"	""	""	"phetyr_s"
"MAM03880s"	"MAM03880"	"phetyrgln"	""	""	""	""	""	""	""	"phetyrgln"	""	""	"phetyrgln_s"
"MAM03881s"	"MAM03881"	"phetyrlys"	""	""	""	""	""	""	""	"phetyrlys"	""	""	"phetyrlys_s"
"MAM03888s"	"MAM03888"	"proargasp"	""	""	""	""	""	""	""	"proargasp"	""	""	"proargasp_s"
"MAM03889s"	"MAM03889"	"proargcys"	""	""	""	""	""	""	""	"proargcys"	""	""	"proargcys_s"
"MAM03890s"	"MAM03890"	"proasncys"	""	""	""	""	""	""	""	"proasncys"	""	""	"proasncys_s"
"MAM03891s"	"MAM03891"	"procys"	""	""	""	""	""	""	""	"procys"	""	""	"procys_s"
"MAM03894s"	"MAM03894"	"proglnpro"	""	""	""	""	""	""	""	"proglnpro"	""	""	"proglnpro_s"
"MAM03895s"	"MAM03895"	"proglulys"	""	""	""	""	""	""	""	"proglulys"	""	""	"proglulys_s"
"MAM03897s"	"MAM03897"	"prohis"	""	""	""	""	""	""	""	"prohis"	""	""	"prohis_s"
"MAM03898s"	"MAM03898"	"prohistyr"	""	""	""	""	""	""	""	"prohistyr"	""	""	"prohistyr_s"
"MAM03899s"	"MAM03899"	"proleuarg"	""	""	""	""	""	""	""	"proleuarg"	""	""	"proleuarg_s"
"MAM03900s"	"MAM03900"	"prolyspro"	""	""	""	""	""	""	""	"prolyspro"	""	""	"prolyspro_s"
"MAM03901s"	"MAM03901"	"prophe"	""	""	""	""	""	""	""	"prophe"	""	""	"prophe_s"
"MAM03902s"	"MAM03902"	"proproarg"	""	""	""	""	""	""	""	"proproarg"	""	""	"proproarg_s"
"MAM03903s"	"MAM03903"	"propropro"	""	""	""	""	""	""	""	"propropro"	""	""	"propropro_s"
"MAM03904s"	"MAM03904"	"protrplys"	""	""	""	""	""	""	""	"protrplys"	""	""	"protrplys_s"
"MAM03905s"	"MAM03905"	"protrpthr"	""	""	""	""	""	""	""	"protrpthr"	""	""	"protrpthr_s"
"MAM03906s"	"MAM03906"	"provalgln"	""	""	""	""	""	""	""	"provalgln"	""	""	"provalgln_s"
"MAM03925s"	"MAM03925"	"serargala"	""	""	""	""	""	""	""	"serargala"	""	""	"serargala_s"
"MAM03926s"	"MAM03926"	"serargtrp"	""	""	""	""	""	""	""	"serargtrp"	""	""	"serargtrp_s"
"MAM03927s"	"MAM03927"	"sercysarg"	""	""	""	""	""	""	""	"sercysarg"	""	""	"sercysarg_s"
"MAM03928s"	"MAM03928"	"serglyglu"	""	""	""	""	""	""	""	"serglyglu"	""	""	"serglyglu_s"
"MAM03929s"	"MAM03929"	"serlyshis"	""	""	""	""	""	""	""	"serlyshis"	""	""	"serlyshis_s"
"MAM03930s"	"MAM03930"	"serphelys"	""	""	""	""	""	""	""	"serphelys"	""	""	"serphelys_s"
"MAM03931s"	"MAM03931"	"sertrphis"	""	""	""	""	""	""	""	"sertrphis"	""	""	"sertrphis_s"
"MAM03983s"	"MAM03983"	"thrargtyr"	""	""	""	""	""	""	""	"thrargtyr"	""	""	"thrargtyr_s"
"MAM03984s"	"MAM03984"	"thrasntyr"	""	""	""	""	""	""	""	"thrasntyr"	""	""	"thrasntyr_s"
"MAM03986s"	"MAM03986"	"thrglnglu"	""	""	""	""	""	""	""	"thrglnglu"	""	""	"thrglnglu_s"
"MAM03987s"	"MAM03987"	"thrglntyr"	""	""	""	""	""	""	""	"thrglntyr"	""	""	"thrglntyr_s"
"MAM03988s"	"MAM03988"	"thrhishis"	""	""	""	""	""	""	""	"thrhishis"	""	""	"thrhishis_s"
"MAM03989s"	"MAM03989"	"thrilearg"	""	""	""	""	""	""	""	"thrilearg"	""	""	"thrilearg_s"
"MAM03990s"	"MAM03990"	"thrmetarg"	""	""	""	""	""	""	""	"thrmetarg"	""	""	"thrmetarg_s"
"MAM03991s"	"MAM03991"	"thrphearg"	""	""	""	""	""	""	""	"thrphearg"	""	""	"thrphearg_s"
"MAM03992s"	"MAM03992"	"thrserarg"	""	""	""	""	""	""	""	"thrserarg"	""	""	"thrserarg_s"
"MAM03993s"	"MAM03993"	"thrthrarg"	""	""	""	""	""	""	""	"thrthrarg"	""	""	"thrthrarg_s"
"MAM03994s"	"MAM03994"	"thrtyrmet"	""	""	""	""	""	""	""	"thrtyrmet"	""	""	"thrtyrmet_s"
"MAM04008s"	"MAM04008"	"trpalapro"	""	""	""	""	""	""	""	"trpalapro"	""	""	"trpalapro_s"
"MAM04009s"	"MAM04009"	"trpargala"	""	""	""	""	""	""	""	"trpargala"	""	""	"trpargala_s"
"MAM04010s"	"MAM04010"	"trpaspasp"	""	""	""	""	""	""	""	"trpaspasp"	""	""	"trpaspasp_s"
"MAM04011s"	"MAM04011"	"trpglngln"	""	""	""	""	""	""	""	"trpglngln"	""	""	"trpglngln_s"
"MAM04012s"	"MAM04012"	"trpglugly"	""	""	""	""	""	""	""	"trpglugly"	""	""	"trpglugly_s"
"MAM04013s"	"MAM04013"	"trpgluleu"	""	""	""	""	""	""	""	"trpgluleu"	""	""	"trpgluleu_s"
"MAM04014s"	"MAM04014"	"trpglupro"	""	""	""	""	""	""	""	"trpglupro"	""	""	"trpglupro_s"
"MAM04015s"	"MAM04015"	"trpglutyr"	""	""	""	""	""	""	""	"trpglutyr"	""	""	"trpglutyr_s"
"MAM04017s"	"MAM04017"	"trpglyleu"	""	""	""	""	""	""	""	"trpglyleu"	""	""	"trpglyleu_s"
"MAM04018s"	"MAM04018"	"trpglyphe"	""	""	""	""	""	""	""	"trpglyphe"	""	""	"trpglyphe_s"
"MAM04019s"	"MAM04019"	"trpglyval"	""	""	""	""	""	""	""	"trpglyval"	""	""	"trpglyval_s"
"MAM04020s"	"MAM04020"	"trphismet"	""	""	""	""	""	""	""	"trphismet"	""	""	"trphismet_s"
"MAM04021s"	"MAM04021"	"trpilelys"	""	""	""	""	""	""	""	"trpilelys"	""	""	"trpilelys_s"
"MAM04022s"	"MAM04022"	"trpiletrp"	""	""	""	""	""	""	""	"trpiletrp"	""	""	"trpiletrp_s"
"MAM04023s"	"MAM04023"	"trpleuval"	""	""	""	""	""	""	""	"trpleuval"	""	""	"trpleuval_s"
"MAM04024s"	"MAM04024"	"trplys"	""	""	""	""	""	""	""	"trplys"	""	""	"trplys_s"
"MAM04025s"	"MAM04025"	"trpmetarg"	""	""	""	""	""	""	""	"trpmetarg"	""	""	"trpmetarg_s"
"MAM04026s"	"MAM04026"	"trpmetval"	""	""	""	""	""	""	""	"trpmetval"	""	""	"trpmetval_s"
"MAM04027s"	"MAM04027"	"trpphe"	""	""	""	""	""	""	""	"trpphe"	""	""	"trpphe_s"
"MAM04028s"	"MAM04028"	"trpprogly"	""	""	""	""	""	""	""	"trpprogly"	""	""	"trpprogly_s"
"MAM04029s"	"MAM04029"	"trpproleu"	""	""	""	""	""	""	""	"trpproleu"	""	""	"trpproleu_s"
"MAM04030s"	"MAM04030"	"trpproval"	""	""	""	""	""	""	""	"trpproval"	""	""	"trpproval_s"
"MAM04031s"	"MAM04031"	"trpsertyr"	""	""	""	""	""	""	""	"trpsertyr"	""	""	"trpsertyr_s"
"MAM04032s"	"MAM04032"	"trpthrglu"	""	""	""	""	""	""	""	"trpthrglu"	""	""	"trpthrglu_s"
"MAM04033s"	"MAM04033"	"trpthrile"	""	""	""	""	""	""	""	"trpthrile"	""	""	"trpthrile_s"
"MAM04034s"	"MAM04034"	"trpthrtyr"	""	""	""	""	""	""	""	"trpthrtyr"	""	""	"trpthrtyr_s"
"MAM04035s"	"MAM04035"	"trptyrgln"	""	""	""	""	""	""	""	"trptyrgln"	""	""	"trptyrgln_s"
"MAM04036s"	"MAM04036"	"trptyrtyr"	""	""	""	""	""	""	""	"trptyrtyr"	""	""	"trptyrtyr_s"
"MAM04037s"	"MAM04037"	"trpvalasp"	""	""	""	""	""	""	""	"trpvalasp"	""	""	"trpvalasp_s"
"MAM04043s"	"MAM04043"	"tyrala"	""	""	""	""	""	""	""	"tyrala"	""	""	"tyrala_s"
"MAM04044s"	"MAM04044"	"tyralaphe"	""	""	""	""	""	""	""	"tyralaphe"	""	""	"tyralaphe_s"
"MAM04045s"	"MAM04045"	"tyrargglu"	""	""	""	""	""	""	""	"tyrargglu"	""	""	"tyrargglu_s"
"MAM04046s"	"MAM04046"	"tyrargser"	""	""	""	""	""	""	""	"tyrargser"	""	""	"tyrargser_s"
"MAM04047s"	"MAM04047"	"tyrasparg"	""	""	""	""	""	""	""	"tyrasparg"	""	""	"tyrasparg_s"
"MAM04048s"	"MAM04048"	"tyrcysgly"	""	""	""	""	""	""	""	"tyrcysgly"	""	""	"tyrcysgly_s"
"MAM04049s"	"MAM04049"	"tyrcysthr"	""	""	""	""	""	""	""	"tyrcysthr"	""	""	"tyrcysthr_s"
"MAM04050s"	"MAM04050"	"tyrglu"	""	""	""	""	""	""	""	"tyrglu"	""	""	"tyrglu_s"
"MAM04051s"	"MAM04051"	"tyrleuarg"	""	""	""	""	""	""	""	"tyrleuarg"	""	""	"tyrleuarg_s"
"MAM04052s"	"MAM04052"	"tyrphetyr"	""	""	""	""	""	""	""	"tyrphetyr"	""	""	"tyrphetyr_s"
"MAM04053s"	"MAM04053"	"tyrthr"	""	""	""	""	""	""	""	"tyrthr"	""	""	"tyrthr_s"
"MAM04054s"	"MAM04054"	"tyrtrpphe"	""	""	""	""	""	""	""	"tyrtrpphe"	""	""	"tyrtrpphe_s"
"MAM04055s"	"MAM04055"	"tyrtyr"	""	""	""	""	""	""	""	"tyrtyr"	""	""	"tyrtyr_s"
"MAM04056s"	"MAM04056"	"tyrvalmet"	""	""	""	""	""	""	""	"tyrvalmet"	""	""	"tyrvalmet_s"
"MAM04062s"	"MAM04062"	"valarggly"	""	""	""	""	""	""	""	"valarggly"	""	""	"valarggly_s"
"MAM04063s"	"MAM04063"	"valhisasn"	""	""	""	""	""	""	""	"valhisasn"	""	""	"valhisasn_s"
"MAM04064s"	"MAM04064"	"valleuphe"	""	""	""	""	""	""	""	"valleuphe"	""	""	"valleuphe_s"
"MAM04065s"	"MAM04065"	"vallystyr"	""	""	""	""	""	""	""	"vallystyr"	""	""	"vallystyr_s"
"MAM04066s"	"MAM04066"	"valphearg"	""	""	""	""	""	""	""	"valphearg"	""	""	"valphearg_s"
"MAM04067s"	"MAM04067"	"valprotrp"	""	""	""	""	""	""	""	"valprotrp"	""	""	"valprotrp_s"
"MAM04068s"	"MAM04068"	"valserarg"	""	""	""	""	""	""	""	"valserarg"	""	""	"valserarg_s"
"MAM04069s"	"MAM04069"	"valtrpphe"	""	""	""	""	""	""	""	"valtrpphe"	""	""	"valtrpphe_s"
"MAM04070s"	"MAM04070"	"valtrpval"	""	""	""	""	""	""	""	"valtrpval"	""	""	"valtrpval_s"
"MAM04071s"	"MAM04071"	"valval"	""	""	""	""	""	""	""	"valval"	""	""	"valval_s"
"MAM04016s"	"MAM04016"	"trpglyasp"	""	""	""	""	""	""	""	"trpglyasp"	""	""	"trpglyasp_s"
"MAM02908s"	"MAM02908"	"sphmyln_hs"	"C00550"	""	"CHEBI:17636"	""	"LMSP03010000"	""	"HC02007"	"sphmyln_hs"	"MNXM5930"	""	"m02908s"
"MAM03684s"	"MAM03684"	"hxa"	""	""	""	""	""	""	""	"hxa"	"MNXM1653"	""	"hxa_s"
"MAM01954s"	"MAM01954"	"gncore1"	""	""	""	""	""	""	""	"gncore1"	"MNXM18091"	""	"m01954s"
"MAM03394s"	"MAM03394"	"Lhcystin"	""	""	""	""	""	""	""	"Lhcystin"	""	""	"Lhcystin_s"
"MAM02543s"	"MAM02543"	"acnam"	"C19910"	"HMDB00230"	"CHEBI:45744"	"445063"	""	""	"HC00244"	"acnam"	"MNXM227"	""	"m02543s"
"MAM02525s"	"MAM02525"	"acgal"	"C01074"	""	"CHEBI:28800"	"35717"	""	""	""	"acgal"	"MNXM395"	""	"m02525s"
"MAM01609s"	"MAM01609"	"core4"	"C04917"	""	"CHEBI:16478"	""	""	""	""	"core4"	"MNXM4704"	""	"m01609s"
"MAM03585s"	"MAM03585"	"galam"	"C06377"	""	"CHEBI:18232"	""	""	""	""	"galam"	"MNXM147460"	""	"galam_s"
"MAM03772s"	"MAM03772"	"mqn10"	""	""	""	"9988135"	""	""	""	"mqn10"	""	""	"mqn10_s"
"MAM03773s"	"MAM03773"	"mqn11"	""	""	""	"6442190"	""	""	""	"mqn11"	""	""	"mqn11_s"
"MAM03774s"	"MAM03774"	"mqn7"	""	""	""	"5287554"	""	""	""	"mqn7"	"MNXM12236"	""	"mqn7_s"
"MAM03776s"	"MAM03776"	"mqn9"	""	""	""	"6289935"	""	""	""	"mqn9"	""	""	"mqn9_s"
"MAM01651s"	"MAM01651"	"s2l2n2m2m"	""	""	""	""	""	""	""	"s2l2n2m2m"	"MNXM8517"	""	"m01651s"
"MAM01801s"	"MAM01801"	"f1a"	""	""	""	""	""	""	""	"f1a"	"MNXM8598"	""	"m01801s"
"MAM02393s"	"MAM02393"	"lpam"	"C00248"	""	""	"863"	"LMFA08010006"	""	"HC00225"	"lpam"	"MNXM1024"	""	"m02393s"
"MAM02654s"	"MAM02654"	""	""	""	""	"91637"	""	"CE2934"	""	"CE2934"	"MNXM35291"	""	"m02654s"
"MAM01991s"	"MAM01991"	"dxtrn"	""	""	""	""	""	""	"HC02135"	"dxtrn"	"MNXM12672"	""	"m01991s"
"MAM00758s"	"MAM00758"	"dhcholestanate"	"C04554"	"HMDB00359"	"CHEBI:48467"	"53477686"	"LMST04030066"	""	"HC01313"	"dhcholestanate"	"MNXM162671;MNXM688"	""	"m00758s"
"MAM00752s"	"MAM00752"	"thcholstoic"	"C04722"	"HMDB03873"	"CHEBI:48043"	"23657849"	"LMST04030001"	""	"HC01340"	"thcholstoic"	"MNXM162717;MNXM604"	""	"m00752s"
"MAM01093s"	"MAM01093"	"xol7ah3"	"C05444"	"HMDB12455"	"CHEBI:28540"	"53481409"	"LMST04030020"	""	"HC01453"	"xol7ah3"	"MNXM1138;MNXM163607"	""	"m01093s"
"MAM01182s"	"MAM01182"	"xol7aone"	"C05455"	"HMDB01993"	"CHEBI:17899"	"123743"	"LMST04030123"	""	"HC01464"	"xol7aone"	"MNXM162439;MNXM595"	""	"m01182s"
"MAM01178s"	"MAM01178"	"xoldiolone"	"C05457"	""	"CHEBI:28477"	"3081958"	"LMST04030114"	""	"HC01465"	"xoldiolone"	"MNXM942;MNXM97103"	""	"m01178s"
"MAM03313s"	"MAM03313"	"7klitchol"	""	""	""	""	""	""	""	"7klitchol"	""	""	"7klitchol_s"
"MAM00671s"	"MAM00671"	"2obut"	"C00109"	"HMDB00005"	"CHEBI:30831"	"58"	"LMFA01060002"	""	"HC00108"	"2obut"	"MNXM159"	""	"m00671s"
"MAM03614s"	"MAM03614"	"glutar"	"C00489"	""	"CHEBI:17859"	"743"	""	""	""	"glutar"	"MNXM1021"	""	"glutar_s"
"MAM01683s"	"MAM01683"	""	"C00257"	"HMDB00625"	"CHEBI:33198"	"10690"	""	""	""	"glcn"	"MNXM341"	""	"m01683s"
"MAM03626s"	"MAM03626"	"glyleu"	"C02155"	"HMDB00759"	"CHEBI:185298"	"92843"	""	""	""	"glyleu"	"MNXM126241"	""	"glyleu_s"
"MAM01681s"	"MAM01681"	"glcr"	"C00818"	"HMDB00663"	"CHEBI:16002"	"33037"	""	""	""	"glcr"	"MNXM744"	""	"m01681s"
"MAM00995s"	"MAM00995"	"4hbz"	"C00156"	"HMDB00500"	"CHEBI:30763"	"135"	""	""	""	"4hbz"	"MNXM164"	""	"m00995s"
"MAM00729s"	"MAM00729"	"34dhpha"	"C01161"	"HMDB01336"	"CHEBI:41941"	"547"	""	""	""	"34dhpha"	"MNXM645"	""	"m00729s"
"MAM03775s"	"MAM03775"	"mqn8"	""	""	""	"5376507"	""	""	""	"mqn8"	"MNXM509"	""	"mqn8_s"
"MAM03510s"	"MAM03510"	"ch4s"	""	""	""	"878"	""	""	""	"ch4s"	"MNXM652"	""	"ch4s_s"
"MAM02725s"	"MAM02725"	"phpyr"	"C00166"	"HMDB00205"	"CHEBI:30851"	"997"	""	""	""	"phpyr"	"MNXM162242;MNXM210"	""	"m02725s"
"MAM03099s"	"MAM03099"	"tym"	"C00483"	"HMDB00306"	"CHEBI:15760"	"5610"	""	""	""	"tym"	"MNXM603"	""	"m03099s"
"MAM00654s"	"MAM00654"	"2hyoxplac"	"C05852"	"HMDB00669"	"CHEBI:28478"	"11970"	""	""	""	"2hyoxplac"	"MNXM2160"	""	"m00654s"
"MAM02336s"	"MAM02336"	"lanost"	"C01724"	"HMDB01251"	"CHEBI:16521"	"246983"	"LMST01010017"	""	"HC00833"	"lanost"	"MNXM482"	""	"m02336s"
"MAM03136s"	"MAM03136"	"3mox4hoxm"	"C05584"	"HMDB00291"	"CHEBI:1127735"	"736172"	""	""	"HC01521"	"3mox4hoxm"	"MNXM163196;MNXM3383"	""	"m03136s"
"MAM02007s"	"MAM02007"	"glx"	"C00048"	"HMDB00119"	"CHEBI:16891"	"760"	""	""	""	"glx"	"MNXM69"	""	"m02007s"
"MAM00664s"	"MAM00664"	""	""	"HMDB00339"	"CHEBI:240943"	"193872"	""	"CE4970"	""	"CE4970"	"MNXM35282"	""	"m00664s"
"MAM00825s"	"MAM00825"	""	""	""	""	"169485"	""	"CE2026"	""	"CE2026"	"MNXM166207"	""	"m00825s"
"MAM02190s"	"MAM02190"	""	""	"HMDB00678"	""	"546304"	""	"CE4968"	""	"CE4968"	"MNXM58397"	""	"m02190s"
"MAM03407s"	"MAM03407"	"actyr"	""	""	""	""	""	""	""	"actyr"	""	""	"actyr_s"
"MAM03957s"	"MAM03957"	"sucaceto"	""	""	""	""	""	""	""	"sucaceto"	""	""	"sucaceto_s"
"MAM03778s"	"MAM03778"	"nacvanala"	""	""	""	""	""	""	""	"nacvanala"	""	""	"nacvanala_s"
"MAM04072s"	"MAM04072"	"vanillac"	""	""	""	""	""	""	""	"vanillac"	""	""	"vanillac_s"
"MAM03176s"	"MAM03176"	"2h3mv"	""	""	""	""	""	""	""	"2h3mv"	""	""	"2h3mv_s"
"MAM03186s"	"MAM03186"	"2hiv"	""	""	""	""	""	""	""	"2hiv"	""	""	"2hiv_s"
"MAM03189s"	"MAM03189"	"2m3hbu"	""	""	""	""	""	""	""	"2m3hbu"	""	""	"2m3hbu_s"
"MAM03190s"	"MAM03190"	"2m3hvac"	""	""	""	""	""	""	""	"2m3hvac"	""	""	"2m3hvac_s"
"MAM03212s"	"MAM03212"	"3h3mglt"	""	""	""	""	""	""	""	"3h3mglt"	""	""	"3h3mglt_s"
"MAM03245s"	"MAM03245"	"3mglutac"	""	""	""	""	""	""	""	"3mglutac"	""	""	"3mglutac_s"
"MAM03246s"	"MAM03246"	"3mglutr"	""	""	""	""	""	""	""	"3mglutr"	""	""	"3mglutr_s"
"MAM03886s"	"MAM03886"	"ppiogly"	""	""	""	""	""	""	""	"ppiogly"	""	""	"ppiogly_s"
"MAM03777s"	"MAM03777"	"mvlac"	""	""	""	""	""	""	""	"mvlac"	""	""	"mvlac_s"
"MAM03997s"	"MAM03997"	"tiggly"	""	""	""	""	""	""	""	"tiggly"	""	""	"tiggly_s"
"MAM03257s"	"MAM03257"	"3ohglutac"	""	""	""	""	""	""	""	"3ohglutac"	""	""	"3ohglutac_s"
"MAM03615s"	"MAM03615"	"glutcon"	""	""	""	""	""	""	""	"glutcon"	""	""	"glutcon_s"
"MAM03227s"	"MAM03227"	"3hivac"	""	""	""	""	""	""	""	"3hivac"	""	""	"3hivac_s"
"MAM03213p"	"MAM03213"	"3hadicoa"	""	""	""	""	""	""	""	"3hadicoa"	""	""	"3hadicoa_p"
"MAM03214p"	"MAM03214"	"3hadpac"	""	""	""	""	""	""	""	"3hadpac"	""	""	"3hadpac_p"
"MAM03214s"	"MAM03214"	"3hadpac"	""	""	""	""	""	""	""	"3hadpac"	""	""	"3hadpac_s"
"MAM03259p"	"MAM03259"	"3ohsebcoa"	""	""	""	""	""	""	""	"3ohsebcoa"	""	""	"3ohsebcoa_p"
"MAM03258p"	"MAM03258"	"3ohsebac"	""	""	""	""	""	""	""	"3ohsebac"	""	""	"3ohsebac_p"
"MAM03258s"	"MAM03258"	"3ohsebac"	""	""	""	""	""	""	""	"3ohsebac"	""	""	"3ohsebac_s"
"MAM03261p"	"MAM03261"	"3ohsubcoa"	""	""	""	""	""	""	""	"3ohsubcoa"	""	""	"3ohsubcoa_p"
"MAM03260p"	"MAM03260"	"3ohsubac"	""	""	""	""	""	""	""	"3ohsubac"	""	""	"3ohsubac_p"
"MAM03260s"	"MAM03260"	"3ohsubac"	""	""	""	""	""	""	""	"3ohsubac"	""	""	"3ohsubac_s"
"MAM03287s"	"MAM03287"	"5ohhexa"	""	""	""	""	""	""	""	"5ohhexa"	""	""	"5ohhexa_s"
"MAM03314s"	"MAM03314"	"7ohocata"	""	""	""	""	""	""	""	"7ohocata"	""	""	"7ohocata_s"
"MAM03575s"	"MAM03575"	"ethmalac"	""	""	""	""	""	""	""	"ethmalac"	""	""	"ethmalac_s"
"MAM03660s"	"MAM03660"	"hexgly"	""	""	""	""	""	""	""	"hexgly"	""	""	"hexgly_s"
"MAM03765s"	"MAM03765"	"methsucc"	""	""	""	""	""	""	""	"methsucc"	""	""	"methsucc_s"
"MAM03955s"	"MAM03955"	"subgly"	""	""	""	""	""	""	""	"subgly"	""	""	"subgly_s"
"MAM03277s"	"MAM03277"	"4ohbut"	""	""	""	""	""	""	""	"4ohbut"	""	""	"4ohbut_s"
"MAM03187s"	"MAM03187"	"2hxic__L"	""	""	""	""	""	""	""	"2hxic_L"	""	""	"2hxic_L_s"
"MAM03188s"	"MAM03188"	"2hydog"	""	""	""	""	""	""	""	"2hydog"	""	""	"2hydog_s"
"MAM03981s"	"MAM03981"	"thexdd"	""	""	""	""	""	""	""	"thexdd"	""	""	"thexdd_s"
"MAM03657s"	"MAM03657"	"hexdtr"	""	""	""	""	""	""	""	"hexdtr"	""	""	"hexdtr_s"
"MAM03682s"	"MAM03682"	"hpdece"	""	""	""	""	""	""	""	"hpdece"	""	""	"hpdece_s"
"MAM03568s"	"MAM03568"	"eic21114tr"	""	""	""	""	""	""	""	"eic21114tr"	""	""	"eic21114tr_s"
"MAM03283s"	"MAM03283"	"5eipenc"	""	""	""	""	""	""	""	"5eipenc"	""	""	"5eipenc_s"
"MAM00981s"	"MAM00981"	"T4hcinnm"	"C00811"	""	"CHEBI:32373"	"637542"	""	""	""	"T4hcinnm"	"MNXM505"	""	"m00981s"
"MAM00971s"	"MAM00971"	"andrstndn"	"C00280"	"HMDB00053"	"CHEBI:16422"	"6128"	"LMST02020007"	""	""	"andrstndn"	"MNXM162523;MNXM239"	""	"m00971s"
"MAM00399s"	"MAM00399"	"eandrstrn"	"C05139"	"HMDB00352"	"CHEBI:27771"	"102030"	""	""	""	"eandrstrn"	"MNXM163801"	""	"m00399s"
"MAM01064s"	"MAM01064"	"andrstandn"	"C00674"	"HMDB00899"	"CHEBI:15994"	"222865"	""	""	""	"andrstandn"	"MNXM162928;MNXM2200"	""	"m01064s"
"MAM01065s"	"MAM01065"	""	""	"HMDB00554"	"CHEBI:36713"	"15818"	"LMST02020052"	"CE2209"	""	"CE2209"	"MNXM90931"	""	"m01065s"
"MAM00649s"	"MAM00649"	""	"C05301"	"HMDB00338"	"CHEBI:28744"	"247304"	"LMST02010027"	""	""	"C05301"	"MNXM2926"	""	"m00649s"
"MAM00660s"	"MAM00660"	""	"C05299"	"HMDB00010"	"CHEBI:1189"	"440624"	"LMST02010033"	""	""	"C05299"	"MNXM4971"	""	"m00660s"
"MAM00659s"	"MAM00659"	""	"C05302"	"HMDB00405"	"CHEBI:28955"	"66414"	"LMST02010035"	""	""	"C05302"	"MNXM4970"	""	"m00659s"
"MAM00604s"	"MAM00604"	""	"C13713"	"HMDB00879"	"CHEBI:805752"	"101771"	""	"CE5072"	""	"CE5072"	"MNXM8277"	""	"m00604s"
"MAM00295s"	"MAM00295"	"11docrtsl"	"C05488"	"HMDB00015"	"CHEBI:28324"	"53477676"	"LMST02030086"	""	""	"11docrtsl"	"MNXM1399;MNXM163103"	""	"m00295s"
"MAM00294s"	"MAM00294"	"11docrtstrn"	"C03205"	""	"CHEBI:16973"	"6166"	"LMST02030087"	""	""	"11docrtstrn"	"MNXM162887;MNXM849"	""	"m00294s"
"MAM02763s"	"MAM02763"	"prgnlone"	"C01953"	"HMDB00253"	"CHEBI:16581"	"53477678"	"LMST02030088"	""	""	"prgnlone"	"MNXM385"	""	"m02763s"
"MAM01314s"	"MAM01314"	""	"C13712"	"HMDB01449"	"CHEBI:50169"	"92786"	"LMST02030130"	"CE2211"	""	"CE2211"	"MNXM3494"	""	"m01314s"
"MAM00409s"	"MAM00409"	"17ahprgstrn"	"C01176"	"HMDB00374"	"CHEBI:17252"	"6238"	"LMST02030161"	""	""	"17ahprgstrn"	"MNXM162621;MNXM347"	""	"m00409s"
"MAM00408s"	"MAM00408"	"17ahprgnlone"	"C05138"	"HMDB00363"	"CHEBI:28750"	"91451"	"LMST02030089"	""	""	"17ahprgnlone"	"MNXM162733;MNXM531"	""	"m00408s"
"MAM01072s"	"MAM01072"	""	"C03681"	"HMDB03759"	"CHEBI:28952"	"92810"	"LMST02030170"	""	""	"C03681"	"MNXM1066"	""	"m01072s"
